"","CD_GEOCMU","NM_MUNICIP","1","2","order","COD_MUN_TSE","UF","pair","two_states"
"1","3509106","CAIUÁ",-51.986638464214,-21.8014565674484,1,62839,"SP",1,FALSE
"2","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,2,66753,"SP",1,FALSE
"3","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,3,68098,"SP",1,FALSE
"4","3541307","PRESIDENTE EPITÁCIO",-52.1749178328947,-21.910657934775,4,69272,"SP",1,FALSE
"5","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,5,69310,"SP",1,FALSE
"25","3511003","CASTILHO",-51.5702518551588,-20.8976104284604,1,63215,"SP",2,TRUE
"51","3536406","PAULICÉIA",-51.7907214887342,-21.198343399199,2,68292,"SP",2,TRUE
"6","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,3,70874,"SP",2,TRUE
"7","5008305","TRÊS LAGOAS",-52.2116008569346,-20.4385407520424,4,91650,"MS",2,TRUE
"110","3502101","ANDRADINA",-51.3297177801557,-20.8356001805469,5,61417,"SP",2,TRUE
"31","3523008","ITAPURA",-51.4405680249643,-20.5950743798368,6,65617,"SP",2,TRUE
"41","3533205","NOVA INDEPENDÊNCIA",-51.5052133586504,-21.1352992334062,7,67652,"SP",2,TRUE
"111","3514403","DRACENA",-51.5840485426167,-21.5567119190616,1,63894,"SP",3,FALSE
"32","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,2,67970,"SP",3,FALSE
"42","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,3,68691,"SP",3,FALSE
"52","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,4,69310,"SP",3,FALSE
"61","3543238","RIBEIRÃO DOS ÍNDIOS",-51.5832780079821,-21.784269357711,5,62421,"SP",3,FALSE
"71","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,6,72036,"SP",3,FALSE
"26","3526001","JUNQUEIRÓPOLIS",-51.4350515846775,-21.4488965920728,7,66214,"SP",3,FALSE
"112","3515301","ESTRELA DO NORTE",-51.6690729886325,-22.4856112379827,1,64076,"SP",4,FALSE
"33","3545506","SANDOVALINA",-51.8421339507591,-22.4778621068292,2,70114,"SP",4,FALSE
"43","3553906","TARABAI",-51.6257785558708,-22.3579748251521,3,71790,"SP",4,FALSE
"27","3539202","PIRAPOZINHO",-51.619799988357,-22.4791833990208,4,68853,"SP",4,FALSE
"113","3515350","EUCLIDES DA CUNHA PAULISTA",-52.5886045747229,-22.5189673727591,1,61000,"SP",5,TRUE
"28","3544251","ROSANA",-52.8369039312103,-22.4891462564597,2,61166,"SP",5,TRUE
"34","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,3,71870,"SP",5,TRUE
"44","4118402","PARANAVAÍ",-52.5106195271889,-22.9212589059094,4,77496,"PR",5,TRUE
"53","4127304","TERRA RICA",-52.6816523193053,-22.7294119927871,5,79197,"PR",5,TRUE
"29","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,1,66753,"SP",6,FALSE
"114","3509106","CAIUÁ",-51.986638464214,-21.8014565674484,2,62839,"SP",6,FALSE
"35","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,3,67059,"SP",6,FALSE
"45","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,4,68691,"SP",6,FALSE
"54","3541307","PRESIDENTE EPITÁCIO",-52.1749178328947,-21.910657934775,5,69272,"SP",6,FALSE
"62","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,6,69310,"SP",6,FALSE
"72","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,7,70556,"SP",6,FALSE
"8","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,8,71870,"SP",6,FALSE
"210","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,1,67059,"SP",7,TRUE
"115","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,2,66753,"SP",7,TRUE
"36","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,3,69256,"SP",7,TRUE
"46","3545506","SANDOVALINA",-51.8421339507591,-22.4778621068292,4,70114,"SP",7,TRUE
"55","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,5,70556,"SP",7,TRUE
"63","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,6,71870,"SP",7,TRUE
"73","4112603","JARDIM OLINDA",-52.0793439584051,-22.5738217201398,7,76457,"PR",7,TRUE
"211","3531605","MONTE CASTELO",-51.5713671792948,-21.2548585963251,1,67334,"SP",8,FALSE
"37","3533106","NOVA GUATAPORANGA",-51.6454474940007,-21.3223635581675,2,67636,"SP",8,FALSE
"56","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,3,70874,"SP",8,FALSE
"64","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,4,72036,"SP",8,FALSE
"116","3526001","JUNQUEIRÓPOLIS",-51.4350515846775,-21.4488965920728,5,66214,"SP",8,FALSE
"47","3533205","NOVA INDEPENDÊNCIA",-51.5052133586504,-21.1352992334062,6,67652,"SP",8,FALSE
"212","3532207","NARANDIBA",-51.5216786960359,-22.5637113515695,1,67458,"SP",9,TRUE
"117","3502408","ANHUMAS",-51.4277794462249,-22.362024286444,2,61476,"SP",9,TRUE
"38","3539202","PIRAPOZINHO",-51.619799988357,-22.4791833990208,3,68853,"SP",9,TRUE
"48","3552908","TACIBA",-51.3422867823787,-22.5048797105924,4,71595,"SP",9,TRUE
"57","4105102","CENTENÁRIO DO SUL",-51.56059115709,-22.8053566912074,5,74993,"PR",9,TRUE
"65","4120002","PORECATU",-51.4099441047395,-22.742670043598,6,77798,"PR",9,TRUE
"213","3533106","NOVA GUATAPORANGA",-51.6454474940007,-21.3223635581675,1,67636,"SP",10,FALSE
"118","3531605","MONTE CASTELO",-51.5713671792948,-21.2548585963251,2,67334,"SP",10,FALSE
"39","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,3,70432,"SP",10,FALSE
"49","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,4,70874,"SP",10,FALSE
"58","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,5,72036,"SP",10,FALSE
"214","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,1,67970,"SP",11,FALSE
"119","3514403","DRACENA",-51.5840485426167,-21.5567119190616,2,63894,"SP",11,FALSE
"310","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,3,68098,"SP",11,FALSE
"410","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,4,69310,"SP",11,FALSE
"59","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,5,70432,"SP",11,FALSE
"66","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,6,72036,"SP",11,FALSE
"311","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,1,68098,"SP",12,TRUE
"120","3509106","CAIUÁ",-51.986638464214,-21.8014565674484,2,62839,"SP",12,TRUE
"215","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,3,67970,"SP",12,TRUE
"411","3536406","PAULICÉIA",-51.7907214887342,-21.198343399199,4,68292,"SP",12,TRUE
"510","3541307","PRESIDENTE EPITÁCIO",-52.1749178328947,-21.910657934775,5,69272,"SP",12,TRUE
"67","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,6,69310,"SP",12,TRUE
"74","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,7,70432,"SP",12,TRUE
"81","5002308","BRASILÂNDIA",-52.4341635573795,-21.0757611298243,8,90450,"MS",12,TRUE
"312","3536406","PAULICÉIA",-51.7907214887342,-21.198343399199,1,68292,"SP",13,TRUE
"121","3511003","CASTILHO",-51.5702518551588,-20.8976104284604,2,63215,"SP",13,TRUE
"216","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,3,68098,"SP",13,TRUE
"412","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,4,70432,"SP",13,TRUE
"511","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,5,70874,"SP",13,TRUE
"68","5002308","BRASILÂNDIA",-52.4341635573795,-21.0757611298243,6,90450,"MS",13,TRUE
"75","5008305","TRÊS LAGOAS",-52.2116008569346,-20.4385407520424,7,91650,"MS",13,TRUE
"313","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,1,68691,"SP",14,FALSE
"122","3514403","DRACENA",-51.5840485426167,-21.5567119190616,2,63894,"SP",14,FALSE
"217","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,3,66753,"SP",14,FALSE
"413","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,4,69310,"SP",14,FALSE
"512","3543238","RIBEIRÃO DOS ÍNDIOS",-51.5832780079821,-21.784269357711,5,62421,"SP",14,FALSE
"69","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,6,70556,"SP",14,FALSE
"513","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,1,69256,"SP",15,FALSE
"414","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,2,67059,"SP",15,FALSE
"610","3543238","RIBEIRÃO DOS ÍNDIOS",-51.5832780079821,-21.784269357711,3,62421,"SP",15,FALSE
"76","3545506","SANDOVALINA",-51.8421339507591,-22.4778621068292,4,70114,"SP",15,FALSE
"82","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,5,70556,"SP",15,FALSE
"10","3553906","TARABAI",-51.6257785558708,-22.3579748251521,6,71790,"SP",15,FALSE
"123","3500808","ALFREDO MARCONDES",-51.39565497217,-21.9349729506369,7,61158,"SP",15,FALSE
"218","3501301","ÁLVARES MACHADO",-51.5149203340238,-22.1315046742318,8,61255,"SP",15,FALSE
"314","3515129","EMILIANÓPOLIS",-51.472155928525,-21.8009746100746,9,61387,"SP",15,FALSE
"9","3548302","SANTO EXPEDITO",-51.3702213733427,-21.8248584566905,10,70670,"SP",15,FALSE
"415","3541307","PRESIDENTE EPITÁCIO",-52.1749178328947,-21.910657934775,1,69272,"SP",16,TRUE
"124","3509106","CAIUÁ",-51.986638464214,-21.8014565674484,2,62839,"SP",16,TRUE
"219","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,3,66753,"SP",16,TRUE
"315","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,4,68098,"SP",16,TRUE
"514","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,5,71870,"SP",16,TRUE
"611","5000807","ANAURILÂNDIA",-52.8081884109361,-22.1116226912498,6,90158,"MS",16,TRUE
"77","5001904","BATAGUASSU",-52.5707827651971,-21.8082713261655,7,90379,"MS",16,TRUE
"83","5002308","BRASILÂNDIA",-52.4341635573795,-21.0757611298243,8,90450,"MS",16,TRUE
"91","5007554","SANTA RITA DO PARDO",-52.7743671418815,-21.3192401332136,9,91863,"MS",16,TRUE
"78","3541505","PRESIDENTE VENCESLAU",-51.8383380413606,-21.7930133327409,1,69310,"SP",17,FALSE
"125","3509106","CAIUÁ",-51.986638464214,-21.8014565674484,2,62839,"SP",17,FALSE
"220","3514403","DRACENA",-51.5840485426167,-21.5567119190616,3,63894,"SP",17,FALSE
"316","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,4,66753,"SP",17,FALSE
"416","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,5,67970,"SP",17,FALSE
"515","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,6,68098,"SP",17,FALSE
"612","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,7,68691,"SP",17,FALSE
"613","3543238","RIBEIRÃO DOS ÍNDIOS",-51.5832780079821,-21.784269357711,1,62421,"SP",18,FALSE
"126","3514403","DRACENA",-51.5840485426167,-21.5567119190616,2,63894,"SP",18,FALSE
"417","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,3,68691,"SP",18,FALSE
"516","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,4,69256,"SP",18,FALSE
"79","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,5,70556,"SP",18,FALSE
"221","3515129","EMILIANÓPOLIS",-51.472155928525,-21.8009746100746,6,61387,"SP",18,FALSE
"317","3526001","JUNQUEIRÓPOLIS",-51.4350515846775,-21.4488965920728,7,66214,"SP",18,FALSE
"222","3544251","ROSANA",-52.8369039312103,-22.4891462564597,1,61166,"SP",19,TRUE
"127","3515350","EUCLIDES DA CUNHA PAULISTA",-52.5886045747229,-22.5189673727591,2,61000,"SP",19,TRUE
"318","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,3,71870,"SP",19,TRUE
"84","5000807","ANAURILÂNDIA",-52.8081884109361,-22.1116226912498,4,90158,"MS",19,TRUE
"92","5002001","BATAYPORÃ",-53.177520910938,-22.3905255168299,5,90395,"MS",19,TRUE
"418","4107108","DIAMANTE DO NORTE",-52.8928284342594,-22.6350438846361,6,75396,"PR",19,TRUE
"517","4115002","MARILENA",-53.0644786515046,-22.7328145542531,7,79758,"PR",19,TRUE
"614","4117107","NOVA LONDRINA",-52.9547712680168,-22.7868855920552,8,77259,"PR",19,TRUE
"710","4127304","TERRA RICA",-52.6816523193053,-22.7294119927871,9,79197,"PR",19,TRUE
"518","3545506","SANDOVALINA",-51.8421339507591,-22.4778621068292,1,70114,"SP",20,TRUE
"128","3515301","ESTRELA DO NORTE",-51.6690729886325,-22.4856112379827,2,64076,"SP",20,TRUE
"223","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,3,67059,"SP",20,TRUE
"419","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,4,69256,"SP",20,TRUE
"615","3553906","TARABAI",-51.6257785558708,-22.3579748251521,5,71790,"SP",20,TRUE
"319","3539202","PIRAPOZINHO",-51.619799988357,-22.4791833990208,6,68853,"SP",20,TRUE
"711","4110904","ITAGUAJÉ",-51.9685725782229,-22.656902421204,7,76112,"PR",20,TRUE
"85","4112603","JARDIM OLINDA",-52.0793439584051,-22.5738217201398,8,76457,"PR",20,TRUE
"93","4123600","SANTA INÊS",-51.9032178420903,-22.7032791973971,9,78476,"PR",20,TRUE
"519","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,1,70432,"SP",21,FALSE
"129","3533106","NOVA GUATAPORANGA",-51.6454474940007,-21.3223635581675,2,67636,"SP",21,FALSE
"224","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,3,67970,"SP",21,FALSE
"320","3535408","PANORAMA",-51.8580652501802,-21.4633073799766,4,68098,"SP",21,FALSE
"420","3536406","PAULICÉIA",-51.7907214887342,-21.198343399199,5,68292,"SP",21,FALSE
"616","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,6,70874,"SP",21,FALSE
"712","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,7,72036,"SP",21,FALSE
"617","3547700","SANTO ANASTÁCIO",-51.722519606295,-22.0376569442316,1,70556,"SP",22,FALSE
"130","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,2,66753,"SP",22,FALSE
"225","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,3,67059,"SP",22,FALSE
"321","3538303","PIQUEROBI",-51.7315668469095,-21.8526679332586,4,68691,"SP",22,FALSE
"421","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,5,69256,"SP",22,FALSE
"520","3543238","RIBEIRÃO DOS ÍNDIOS",-51.5832780079821,-21.784269357711,6,62421,"SP",22,FALSE
"713","3549300","SÃO JOÃO DO PAU D'ALHO",-51.6730442531045,-21.2234497265317,1,70874,"SP",23,FALSE
"131","3511003","CASTILHO",-51.5702518551588,-20.8976104284604,2,63215,"SP",23,FALSE
"226","3531605","MONTE CASTELO",-51.5713671792948,-21.2548585963251,3,67334,"SP",23,FALSE
"322","3533106","NOVA GUATAPORANGA",-51.6454474940007,-21.3223635581675,4,67636,"SP",23,FALSE
"521","3536406","PAULICÉIA",-51.7907214887342,-21.198343399199,5,68292,"SP",23,FALSE
"618","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,6,70432,"SP",23,FALSE
"422","3533205","NOVA INDEPENDÊNCIA",-51.5052133586504,-21.1352992334062,7,67652,"SP",23,FALSE
"619","3553906","TARABAI",-51.6257785558708,-22.3579748251521,1,71790,"SP",24,FALSE
"227","3515301","ESTRELA DO NORTE",-51.6690729886325,-22.4856112379827,2,64076,"SP",24,FALSE
"423","3541208","PRESIDENTE BERNARDES",-51.6203419733303,-22.1072727595766,3,69256,"SP",24,FALSE
"522","3545506","SANDOVALINA",-51.8421339507591,-22.4778621068292,4,70114,"SP",24,FALSE
"132","3501301","ÁLVARES MACHADO",-51.5149203340238,-22.1315046742318,5,61255,"SP",24,FALSE
"323","3539202","PIRAPOZINHO",-51.619799988357,-22.4791833990208,6,68853,"SP",24,FALSE
"620","3554300","TEODORO SAMPAIO",-52.37403510103,-22.4166069011593,1,71870,"SP",25,TRUE
"133","3515350","EUCLIDES DA CUNHA PAULISTA",-52.5886045747229,-22.5189673727591,2,61000,"SP",25,TRUE
"228","3528700","MARABÁ PAULISTA",-52.05658600337,-22.1276976684176,3,66753,"SP",25,TRUE
"324","3530201","MIRANTE DO PARANAPANEMA",-51.9979677734792,-22.3492455092771,4,67059,"SP",25,TRUE
"424","3541307","PRESIDENTE EPITÁCIO",-52.1749178328947,-21.910657934775,5,69272,"SP",25,TRUE
"523","3544251","ROSANA",-52.8369039312103,-22.4891462564597,6,61166,"SP",25,TRUE
"12","5000807","ANAURILÂNDIA",-52.8081884109361,-22.1116226912498,7,90158,"MS",25,TRUE
"714","4110300","INAJÁ",-52.2253562104913,-22.7186459978228,8,76015,"PR",25,TRUE
"86","4112603","JARDIM OLINDA",-52.0793439584051,-22.5738217201398,9,76457,"PR",25,TRUE
"94","4118303","PARANAPOEMA",-52.1026776291724,-22.6604721062297,10,77470,"PR",25,TRUE
"101","4118402","PARANAVAÍ",-52.5106195271889,-22.9212589059094,11,77496,"PR",25,TRUE
"11","4124202","SANTO ANTÔNIO DO CAIUÁ",-52.3561183426205,-22.6990109063131,12,78611,"PR",25,TRUE
"715","3555109","TUPI PAULISTA",-51.5871995320673,-21.3903960834471,1,72036,"SP",26,FALSE
"134","3514403","DRACENA",-51.5840485426167,-21.5567119190616,2,63894,"SP",26,FALSE
"325","3531605","MONTE CASTELO",-51.5713671792948,-21.2548585963251,3,67334,"SP",26,FALSE
"425","3533106","NOVA GUATAPORANGA",-51.6454474940007,-21.3223635581675,4,67636,"SP",26,FALSE
"524","3534807","OURO VERDE",-51.7378446348646,-21.5104119824272,5,67970,"SP",26,FALSE
"621","3547106","SANTA MERCEDES",-51.7371319097141,-21.3167763563244,6,70432,"SP",26,FALSE
"229","3526001","JUNQUEIRÓPOLIS",-51.4350515846775,-21.4488965920728,7,66214,"SP",26,FALSE
"326","4200101","ABELARDO LUZ",-52.2559371453497,-26.5623141601729,1,80012,"SC",27,TRUE
"426","4202537","BOM JESUS",-52.3907534859199,-26.739904658299,2,81388,"SC",27,TRUE
"525","4205308","FAXINAL DOS GUEDES",-52.2442942263814,-26.8466020174223,3,81035,"SC",27,TRUE
"622","4207684","IPUAÇU",-52.4761928237727,-26.6788071772701,4,80829,"SC",27,TRUE
"716","4211850","OURO VERDE",-52.2790121783361,-26.7115626854378,5,80845,"SC",27,TRUE
"87","4212270","PASSOS MAIA",-51.9604986102211,-26.7057868146304,6,80624,"SC",27,TRUE
"95","4216107","SÃO DOMINGOS",-52.554401442534,-26.5392911330587,7,83178,"SC",27,TRUE
"102","4219101","VARGEÃO",-52.1241912913677,-26.7780137547252,8,83755,"SC",27,TRUE
"135","4105706","CLEVELÂNDIA",-52.3578574580905,-26.3446541961355,9,75094,"PR",27,TRUE
"230","4117602","PALMAS",-51.8143587823461,-26.4510927790442,10,77330,"PR",27,TRUE
"136","4200507","ÁGUAS DE CHAPECÓ",-52.9567119749652,-27.0544081588265,1,80098,"SC",28,TRUE
"231","4204103","CAXAMBU DO SUL",-52.9201405417968,-27.1467340985827,2,80799,"SC",28,TRUE
"327","4211405","NOVA ERECHIM",-52.9066728690655,-26.9080905882351,3,82236,"SC",28,TRUE
"427","4213153","PLANALTO ALEGRE",-52.8691050664029,-27.0522800341833,4,80543,"SC",28,TRUE
"526","4216008","SÃO CARLOS",-53.0313532652274,-27.0302759130252,5,83151,"SC",28,TRUE
"623","4217303","SAUDADES",-53.039918611067,-26.8972340352179,6,83410,"SC",28,TRUE
"717","4300505","ALPESTRE",-53.0631697111225,-27.2169627316362,7,85090,"RS",28,TRUE
"137","4200556","ÁGUAS FRIAS",-52.8527099358612,-26.8518658851477,1,80500,"SC",29,FALSE
"232","4204400","CORONEL FREITAS",-52.725322257045,-26.8832917507064,2,80853,"SC",29,FALSE
"328","4211405","NOVA ERECHIM",-52.9066728690655,-26.9080905882351,3,82236,"SC",29,FALSE
"428","4212908","PINHALZINHO",-52.9766471941769,-26.82931548681,4,82538,"SC",29,FALSE
"527","4218855","UNIÃO DO OESTE",-52.8563887553986,-26.7869695546477,5,80144,"SC",29,FALSE
"138","4200754","ALTO BELA VISTA",-51.9258022403013,-27.4214068187567,1,81302,"SC",30,TRUE
"233","4204301","CONCÓRDIA",-52.0072773122257,-27.2391055857224,2,80837,"SC",30,TRUE
"329","4207601","IPIRA",-51.798989986498,-27.3710722189262,3,81493,"SC",30,TRUE
"429","4212601","PERITIBA",-51.8748315891577,-27.3509625109453,4,82473,"SC",30,TRUE
"528","4213104","PIRATUBA",-51.772892519334,-27.4612227180891,5,82570,"SC",30,TRUE
"624","4311908","MARCELINO RAMOS",-51.9506467079402,-27.4785148015512,6,87394,"RS",30,TRUE
"139","4200804","ANCHIETA",-53.3323050076936,-26.5325586471636,1,80152,"SC",31,FALSE
"234","4202099","BARRA BONITA",-53.4245703717937,-26.6678155050271,2,81760,"SC",31,FALSE
"330","4203501","CAMPO ERÊ",-53.1300411116605,-26.4502917607298,3,80675,"SC",31,FALSE
"430","4206405","GUARACIABA",-53.5707178170961,-26.5800095914431,4,81256,"SC",31,FALSE
"529","4212007","PALMA SOLA",-53.3142917114182,-26.3735760084952,5,82350,"SC",31,FALSE
"625","4215208","ROMELÂNDIA",-53.3170818359408,-26.648196640926,6,82996,"SC",31,FALSE
"718","4216701","SÃO JOSÉ DO CEDRO",-53.533547430254,-26.4808237040857,7,83291,"SC",31,FALSE
"140","4201273","ARABUTÃ",-52.1812431588084,-27.1408854405404,1,80489,"SC",32,FALSE
"235","4204301","CONCÓRDIA",-52.0072773122257,-27.2391055857224,2,80837,"SC",32,FALSE
"331","4207700","IPUMIRIM",-52.1528627340204,-27.0401634270232,3,81515,"SC",32,FALSE
"431","4208005","ITÁ",-52.3321063102008,-27.2440922470233,4,81574,"SC",32,FALSE
"530","4217501","SEARA",-52.3402766594197,-27.1476009445713,5,83453,"SC",32,FALSE
"141","4201653","ARVOREDO",-52.4422321930865,-27.070957224939,1,80802,"SC",33,FALSE
"236","4204202","CHAPECÓ",-52.6503234477621,-27.1249758481281,2,80810,"SC",33,FALSE
"332","4217501","SEARA",-52.3402766594197,-27.1476009445713,3,83453,"SC",33,FALSE
"432","4219507","XANXERÊ",-52.4097766176087,-26.8723348163563,4,83836,"SC",33,FALSE
"531","4219606","XAVANTINA",-52.3226029511278,-27.0212098589736,5,83852,"SC",33,FALSE
"626","4219705","XAXIM",-52.52933854486,-26.970111874715,6,83879,"SC",33,FALSE
"142","4202081","BANDEIRANTE",-53.6481946681912,-26.7686060632492,1,81582,"SC",34,FALSE
"237","4202156","BELMONTE",-53.6179251461923,-26.8566208569396,2,80748,"SC",34,FALSE
"333","4204905","DESCANSO",-53.4793066668004,-26.8582662676849,3,80950,"SC",34,FALSE
"433","4212239","PARAÍSO",-53.6779786580747,-26.6623622600819,4,80705,"SC",34,FALSE
"532","4217204","SÃO MIGUEL DO OESTE",-53.5120500444618,-26.7269976120646,5,83399,"SC",34,FALSE
"238","4202099","BARRA BONITA",-53.4245703717937,-26.6678155050271,1,81760,"SC",35,FALSE
"143","4200804","ANCHIETA",-53.3323050076936,-26.5325586471636,2,80152,"SC",35,FALSE
"334","4206405","GUARACIABA",-53.5707178170961,-26.5800095914431,3,81256,"SC",35,FALSE
"434","4215208","ROMELÂNDIA",-53.3170818359408,-26.648196640926,4,82996,"SC",35,FALSE
"533","4217204","SÃO MIGUEL DO OESTE",-53.5120500444618,-26.7269976120646,5,83399,"SC",35,FALSE
"239","4202156","BELMONTE",-53.6179251461923,-26.8566208569396,1,80748,"SC",36,FALSE
"144","4202081","BANDEIRANTE",-53.6481946681912,-26.7686060632492,2,81582,"SC",36,FALSE
"335","4204905","DESCANSO",-53.4793066668004,-26.8582662676849,3,80950,"SC",36,FALSE
"435","4215554","SANTA HELENA",-53.6196299259448,-26.9211559732516,4,80721,"SC",36,FALSE
"240","4202537","BOM JESUS",-52.3907534859199,-26.739904658299,1,81388,"SC",37,FALSE
"145","4200101","ABELARDO LUZ",-52.2559371453497,-26.5623141601729,2,80012,"SC",37,FALSE
"336","4205308","FAXINAL DOS GUEDES",-52.2442942263814,-26.8466020174223,3,81035,"SC",37,FALSE
"436","4207684","IPUAÇU",-52.4761928237727,-26.6788071772701,4,80829,"SC",37,FALSE
"534","4211850","OURO VERDE",-52.2790121783361,-26.7115626854378,5,80845,"SC",37,FALSE
"627","4219507","XANXERÊ",-52.4097766176087,-26.8723348163563,6,83836,"SC",37,FALSE
"146","4202578","BOM JESUS DO OESTE",-53.0951998507673,-26.6833775486439,1,81469,"SC",38,FALSE
"241","4210506","MARAVILHA",-53.1983980829405,-26.75985764659,2,82058,"SC",38,FALSE
"337","4210902","MODELO",-53.0515321168314,-26.7751140607561,3,82139,"SC",38,FALSE
"437","4215356","SALTINHO",-53.0225489236797,-26.5905363160723,4,81523,"SC",38,FALSE
"535","4215687","SANTA TEREZINHA DO PROGRESSO",-53.1699705723342,-26.5924194553606,5,81507,"SC",38,FALSE
"628","4217550","SERRA ALTA",-53.0253785782904,-26.69367949955,6,80284,"SC",38,FALSE
"719","4217956","TIGRINHOS",-53.1566675843059,-26.6759372333462,7,81680,"SC",38,FALSE
"147","4203105","CAIBI",-53.263167574274,-27.0242935760352,1,80594,"SC",39,TRUE
"242","4204707","CUNHA PORÃ",-53.1907900460277,-26.8784405132561,2,80918,"SC",39,TRUE
"338","4207759","IRACEMINHA",-53.3244730216656,-26.844358749502,3,80187,"SC",39,TRUE
"438","4211009","MONDAÍ",-53.4463753706384,-27.0987898262036,4,82155,"SC",39,TRUE
"536","4212106","PALMITOS",-53.1797801675595,-27.0921863703234,5,82376,"SC",39,TRUE
"629","4215075","RIQUEZA",-53.3446696755206,-26.9773859877637,6,80560,"SC",39,TRUE
"720","4323101","VICENTE DUTRA",-53.3879208889066,-27.1710864754346,7,89656,"RS",39,TRUE
"439","4203501","CAMPO ERÊ",-53.1300411116605,-26.4502917607298,1,80675,"SC",40,TRUE
"339","4200804","ANCHIETA",-53.3323050076936,-26.5325586471636,2,80152,"SC",40,TRUE
"537","4212007","PALMA SOLA",-53.3142917114182,-26.3735760084952,3,82350,"SC",40,TRUE
"630","4215208","ROMELÂNDIA",-53.3170818359408,-26.648196640926,4,82996,"SC",40,TRUE
"721","4215356","SALTINHO",-53.0225489236797,-26.5905363160723,5,81523,"SC",40,TRUE
