"","CD_GEOCMU","NM_MUNICIP","1","2","order","COD_MUN_TSE","UF","pair","two_states"
"13749","2202026","BURITI DOS MONTES",-41.221902270619,-5.14516265667579,2,10103,"PI",3532,FALSE
"23534","2202406","CAPITÃO DE CAMPOS",-41.9011114195784,-4.52565051515774,3,10472,"PI",3532,FALSE
"33521","2205276","JATOBÁ DO PIAUÍ",-41.9186084964994,-4.84131350956007,4,12394,"PI",3532,FALSE
"43464","2205516","JUAZEIRO DO PIAUÍ",-41.5897334749142,-4.95795523724604,5,12416,"PI",3532,FALSE
"62651","2207900","PEDRO II",-41.399622427854,-4.49028106365855,6,11576,"PI",3532,FALSE
"71866","2210656","SIGEFREDO PACHECO",-41.8050696867091,-4.97544526833704,7,10545,"PI",3532,FALSE
"62652","2206407","MONSENHOR GIL",-42.6057959388029,-5.61091110235293,1,11274,"PI",3533,FALSE
"13750","2201408","BARRO DURO",-42.5027624605615,-5.80186699953839,2,10278,"PI",3533,FALSE
"23535","2201606","BENEDITINOS",-42.4039415705881,-5.46989096609527,3,10316,"PI",3533,FALSE
"33522","2203255","CURRALINHOS",-42.8467976601929,-5.6161480325923,4,12580,"PI",3533,FALSE
"43465","2205581","LAGOA DO PIAUÍ",-42.6080284150234,-5.46114460459392,5,12424,"PI",3533,FALSE
"53253","2206308","MIGUEL LEÃO",-42.7012183051579,-5.70099494075221,6,11258,"PI",3533,FALSE
"71867","2207108","OLHO D'ÁGUA DO PIAUÍ",-42.5522059520853,-5.85760062600441,7,12483,"PI",3533,FALSE
"81118","2207751","PASSAGEM FRANCA DO PIAUÍ",-42.4060192293254,-5.83770466532929,8,10405,"PI",3533,FALSE
"9625","2211001","TERESINA",-42.7406992739355,-5.10251654133662,9,12190,"PI",3533,FALSE
"43466","2206506","MONSENHOR HIPÓLITO",-41.0380177883598,-6.91846830252274,1,11290,"PI",3534,FALSE
"13751","2200251","ALAGOINHA DO PIAUÍ",-40.9197628797569,-6.92933903752442,2,12319,"PI",3534,FALSE
"23536","2202133","CAMPO GRANDE DO PIAUÍ",-41.0653296611774,-7.1830341627146,3,10723,"PI",3534,FALSE
"33523","2204204","FRANCISCO SANTOS",-41.1471433004403,-7.01283001653757,4,10839,"PI",3534,FALSE
"53254","2208106","PIMENTEIRAS",-41.1664115597558,-6.34473706431514,5,11614,"PI",3534,FALSE
"62653","2208205","PIO IX",-40.7180802581375,-6.79016462848411,6,11630,"PI",3534,FALSE
"33524","2206605","MONTE ALEGRE DO PIAUÍ",-45.0303658764056,-9.6042454974341,1,11312,"PI",3535,FALSE
"13752","2201903","BOM JESUS",-44.5402578357575,-9.24579363419638,2,10375,"PI",3535,FALSE
"23537","2204402","GILBUÉS",-45.4076700574821,-9.62189759459018,3,10871,"PI",3535,FALSE
"43467","2208700","REDENÇÃO DO GURGUÉIA",-44.4547117779108,-9.52427505087513,4,11738,"PI",3535,FALSE
"53255","2208858","RIACHO FRIO",-44.8126907778135,-9.93021068204838,5,12300,"PI",3535,FALSE
"43468","2206654","MORRO CABEÇA NO TEMPO",-43.9154781865015,-9.80397674960993,1,10880,"PI",3536,TRUE
"13753","2201101","AVELINO LOPES",-43.9510978358614,-10.1663461591823,2,10219,"PI",3536,TRUE
"23538","2201903","BOM JESUS",-44.5402578357575,-9.24579363419638,3,10375,"PI",3536,TRUE
"33525","2203206","CURIMATÁ",-44.3071073911354,-9.94082840479325,4,10634,"PI",3536,TRUE
"53256","2208700","REDENÇÃO DO GURGUÉIA",-44.4547117779108,-9.52427505087513,5,11738,"PI",3536,TRUE
"62654","2924405","PILÃO ARCADO",-43.1164284065696,-10.0076669730239,6,37893,"BA",3536,TRUE
"43469","2206670","MORRO DO CHAPÉU DO PIAUÍ",-42.2634795263503,-3.70565328595368,1,12459,"PI",3537,FALSE
"13754","2203701","ESPERANTINA",-42.1899358840358,-3.82376378853596,2,10731,"PI",3537,FALSE
"23539","2205409","JOAQUIM PIRES",-42.0823751639562,-3.54012650818224,3,11070,"PI",3537,FALSE
"33526","2205805","LUZILÂNDIA",-42.3645588987067,-3.6074319552689,4,11150,"PI",3537,FALSE
"53257","2209971","SÃO JOÃO DO ARRAIAL",-42.4495678650202,-3.81897617384822,5,10987,"PI",3537,FALSE
"62655","2206696","MURICI DOS PORTELAS",-42.0132895014897,-3.35610028009415,1,12475,"PI",3538,TRUE
"13755","2100907","ARAIOSES",-42.0171283580128,-2.97303796070358,2,7170,"MA",3538,TRUE
"23540","2106300","MAGALHÃES DE ALMEIDA",-42.1846180247099,-3.300504747611,3,8257,"MA",3538,TRUE
"33527","2202000","BURITI DOS LOPES",-41.8037800375558,-3.23977465038365,4,10391,"PI",3538,TRUE
"43470","2202653","CAXINGÓ",-41.8509748376908,-3.39189005952144,5,12688,"PI",3538,TRUE
"53258","2205409","JOAQUIM PIRES",-42.0823751639562,-3.54012650818224,6,11070,"PI",3538,TRUE
"53259","2206704","NAZARÉ DO PIAUÍ",-42.7456107222374,-7.05225649356608,1,11339,"PI",3539,FALSE
"13756","2201002","ARRAIAL",-42.520309540095,-6.61808564001013,2,10197,"PI",3539,FALSE
"23541","2202075","CAJAZEIRAS DO PIAUÍ",-42.4593146240818,-6.78190806977603,3,12343,"PI",3539,FALSE
"33528","2203909","FLORIANO",-43.0794099412893,-7.00569283723424,4,10774,"PI",3539,FALSE
"43471","2204105","FRANCISCO AYRES",-42.7215054155009,-6.66915541862571,5,10812,"PI",3539,FALSE
"62656","2207009","OEIRAS",-42.165042228552,-6.96667346059715,6,11398,"PI",3539,FALSE
"71868","2209708","SÃO FRANCISCO DO PIAUÍ",-42.5009464625293,-7.19873899263436,7,11932,"PI",3539,FALSE
"81119","2210102","SÃO JOSÉ DO PEIXE",-42.5823210595998,-7.48242768286904,8,12017,"PI",3539,FALSE
"33529","2206720","NAZÁRIA",-42.8684587150272,-5.44546134189067,1,12726,"PI",3540,TRUE
"13757","2106607","MATÕES",-43.3074415935497,-5.38858343080914,2,8311,"MA",3540,TRUE
"23542","2112209","TIMON",-42.9808858788713,-5.18529860646101,3,9377,"MA",3540,TRUE
"43472","2207504","PALMEIRAIS",-42.9562529040336,-5.88273430827658,4,11495,"PI",3540,TRUE
"53260","2211001","TERESINA",-42.7406992739355,-5.10251654133662,5,12190,"PI",3540,TRUE
"53261","2206753","NOSSA SENHORA DE NAZARÉ",-42.1888752141523,-4.64350226812972,1,10928,"PI",3541,FALSE
"13758","2201945","BOQUEIRÃO DO PIAUÍ",-42.108614112292,-4.53923293526487,2,12149,"PI",3541,FALSE
"23543","2202059","CABECEIRAS DO PIAUÍ",-42.3337752690069,-4.43200669411921,3,10120,"PI",3541,FALSE
"33530","2202208","CAMPO MAIOR",-42.1456051588764,-4.87737826221853,4,10430,"PI",3541,FALSE
"43473","2202711","COCAL DE TELHA",-41.9607609076834,-4.62236802605761,5,12360,"PI",3541,FALSE
"43474","2206803","NOSSA SENHORA DOS REMÉDIOS",-42.6063915957334,-4.02635309819888,1,11355,"PI",3542,FALSE
"13759","2201200","BARRAS",-42.3682780693622,-4.18991489707747,2,10235,"PI",3542,FALSE
"23544","2202174","CAMPO LARGO DO PIAUÍ",-42.5459715513723,-3.88114892890227,3,10740,"PI",3542,FALSE
"33531","2206209","MIGUEL ALVES",-42.7738398527063,-4.24033401184362,4,11231,"PI",3542,FALSE
"53262","2208502","PORTO",-42.7079240913851,-3.95015619213464,5,11690,"PI",3542,FALSE
"43475","2206902","NOVO ORIENTE DO PIAUÍ",-41.9769657135922,-6.50099130361353,1,11371,"PI",3543,FALSE
"13760","2201176","BARRA D'ALCÂNTARA",-42.1063979568306,-6.52950401311156,2,10600,"PI",3543,FALSE
"23545","2203503","ELESBÃO VELOSO",-42.193589735343,-6.1848598216387,3,10693,"PI",3543,FALSE
"33532","2204709","INHUMA",-41.6860188290973,-6.67273837734006,4,10936,"PI",3543,FALSE
"53263","2207009","OEIRAS",-42.165042228552,-6.96667346059715,5,11398,"PI",3543,FALSE
"62657","2211308","VALENÇA DO PIAUÍ",-41.7991180216473,-6.36713239299903,6,12254,"PI",3543,FALSE
"43476","2206951","NOVO SANTO ANTÔNIO",-41.9150988680964,-5.27717840260309,1,10901,"PI",3544,FALSE
"13761","2200301","ALTO LONGÁ",-42.1549804334467,-5.37907915591176,2,10057,"PI",3544,FALSE
"23546","2202208","CAMPO MAIOR",-42.1456051588764,-4.87737826221853,3,10430,"PI",3544,FALSE
"33533","2202604","CASTELO DO PIAUÍ",-41.5718545434142,-5.31814308574958,4,10510,"PI",3544,FALSE
"53264","2209906","SÃO JOÃO DA SERRA",-41.8768893770913,-5.54218517473115,5,11975,"PI",3544,FALSE
"62658","2210656","SIGEFREDO PACHECO",-41.8050696867091,-4.97544526833704,6,10545,"PI",3544,FALSE
"81120","2207009","OEIRAS",-42.165042228552,-6.96667346059715,1,11398,"PI",3545,FALSE
"13762","2201176","BARRA D'ALCÂNTARA",-42.1063979568306,-6.52950401311156,2,10600,"PI",3545,FALSE
"23547","2202075","CAJAZEIRAS DO PIAUÍ",-42.4593146240818,-6.78190806977603,3,12343,"PI",3545,FALSE
"33534","2202778","COLÔNIA DO PIAUÍ",-42.1871765775565,-7.29414555733388,4,10227,"PI",3545,FALSE
"43477","2204709","INHUMA",-41.6860188290973,-6.67273837734006,5,10936,"PI",3545,FALSE
"53265","2204808","IPIRANGA DO PIAUÍ",-41.7910164750546,-6.81899213122529,6,10952,"PI",3545,FALSE
"62659","2206704","NAZARÉ DO PIAUÍ",-42.7456107222374,-7.05225649356608,7,11339,"PI",3545,FALSE
"71869","2206902","NOVO ORIENTE DO PIAUÍ",-41.9769657135922,-6.50099130361353,8,11371,"PI",3545,FALSE
"9626","2209104","SANTA CRUZ DO PIAUÍ",-41.7677131306028,-7.24057948204954,9,11819,"PI",3545,FALSE
"10329","2209377","SANTA ROSA DO PIAUÍ",-42.2274870620855,-6.80963873963628,10,10464,"PI",3545,FALSE
"111075","2209708","SÃO FRANCISCO DO PIAUÍ",-42.5009464625293,-7.19873899263436,11,11932,"PI",3545,FALSE
"121013","2209955","SÃO JOÃO DA VARJOTA",-41.882410010328,-6.95659950418376,12,12025,"PI",3545,FALSE
"13763","2210979","TANQUE DO PIAUÍ",-42.2659970166174,-6.6622055969042,13,12521,"PI",3545,FALSE
"14122","2211407","VÁRZEA GRANDE",-42.2252713505606,-6.55365736356411,14,12270,"PI",3545,FALSE
"15110","2211704","WALL FERRAZ",-41.8778060085765,-7.26563649454993,15,12564,"PI",3545,FALSE
"71870","2207108","OLHO D'ÁGUA DO PIAUÍ",-42.5522059520853,-5.85760062600441,1,12483,"PI",3546,FALSE
"13764","2200202","ÁGUA BRANCA",-42.6280693364871,-5.91399545641867,2,10030,"PI",3546,FALSE
"23548","2201408","BARRO DURO",-42.5027624605615,-5.80186699953839,3,10278,"PI",3546,FALSE
"33535","2204600","HUGO NAPOLEÃO",-42.4981174597438,-6.03566644041283,4,10910,"PI",3546,FALSE
"43478","2205540","LAGOINHA DO PIAUÍ",-42.6273890555615,-5.82019118263293,5,12432,"PI",3546,FALSE
"53266","2206308","MIGUEL LEÃO",-42.7012183051579,-5.70099494075221,6,11258,"PI",3546,FALSE
"62660","2206407","MONSENHOR GIL",-42.6057959388029,-5.61091110235293,7,11274,"PI",3546,FALSE
"81121","2207751","PASSAGEM FRANCA DO PIAUÍ",-42.4060192293254,-5.83770466532929,8,10405,"PI",3546,FALSE
"53267","2207207","PADRE MARCOS",-40.8812025442281,-7.37784102936943,1,11436,"PI",3547,FALSE
"13765","2200277","ALEGRETE DO PIAUÍ",-40.7911571601191,-7.20066135777765,2,10022,"PI",3547,FALSE
"23549","2201572","BELÉM DO PIAUÍ",-40.9824167141211,-7.39015205986337,3,12335,"PI",3547,FALSE
"33536","2204154","FRANCISCO MACEDO",-40.784304781146,-7.31986448542913,4,12378,"PI",3547,FALSE
"43479","2205953","MARCOLÂNDIA",-40.7368100279104,-7.42855581162712,5,10367,"PI",3547,FALSE
"62661","2210706","SIMÕES",-40.7420524365331,-7.67068338465126,6,12130,"PI",3547,FALSE
"71871","2211605","VILA NOVA DO PIAUÍ",-40.9361505040841,-7.20212115756182,7,12548,"PI",3547,FALSE
"13766","2207306","PAES LANDIM",-42.2851883687385,-7.81274397122711,1,11452,"PI",3548,FALSE
"23550","2207934","PEDRO LAURENTINO",-42.265381609767,-8.0731226848004,2,12491,"PI",3548,FALSE
"33537","2210391","SÃO MIGUEL DO FIDALGO",-42.3326652388153,-7.59675159999761,3,12700,"PI",3548,FALSE
"43480","2210805","SIMPLÍCIO MENDES",-42.0239470149175,-7.79876387755948,4,12157,"PI",3548,FALSE
"53268","2210904","SOCORRO DO PIAUÍ",-42.4763846630935,-7.89669879735373,5,12173,"PI",3548,FALSE
"43481","2207355","PAJEÚ DO PIAUÍ",-42.8335121011947,-7.90396879759375,1,12262,"PI",3549,FALSE
"13767","2201988","BREJO DO PIAUÍ",-42.7909486469174,-8.38242353627505,2,10642,"PI",3549,FALSE
"23551","2202307","CANTO DO BURITI",-43.3376085074448,-8.34257463238423,3,10456,"PI",3549,FALSE
"33538","2203800","FLORES DO PIAUÍ",-42.8608865429634,-7.67297334494048,4,10758,"PI",3549,FALSE
"53269","2208874","RIBEIRA DO PIAUÍ",-42.6135638027021,-7.92775569813764,5,12602,"PI",3549,FALSE
"62662","2209005","RIO GRANDE DO PIAUÍ",-43.1522033368739,-7.77105301314888,6,11797,"PI",3549,FALSE
"53270","2207405","PALMEIRA DO PIAUÍ",-44.4646218516579,-8.55673766844273,1,11479,"PI",3550,FALSE
"13768","2200459","ALVORADA DO GURGUÉIA",-43.9683394103653,-8.45596633596751,2,12084,"PI",3550,FALSE
"23552","2201150","BAIXA GRANDE DO RIBEIRO",-45.1609804208798,-8.50575277271132,3,10049,"PI",3550,FALSE
"33539","2203107","CRISTINO CASTRO",-43.9615407919406,-8.78217210753991,4,10618,"PI",3550,FALSE
"43482","2203230","CURRAIS",-44.6733123774748,-8.82248992344845,5,10766,"PI",3550,FALSE
"62663","2209302","SANTA LUZ",-44.1056540108073,-9.04513281133205,6,11851,"PI",3550,FALSE
"71872","2211209","URUÇUÍ",-44.5695718495994,-7.79189334246495,7,12238,"PI",3550,FALSE
"81122","2207504","PALMEIRAIS",-42.9562529040336,-5.88273430827658,1,11495,"PI",3551,TRUE
"13769","2106607","MATÕES",-43.3074415935497,-5.38858343080914,2,8311,"MA",3551,TRUE
"23553","2107803","PARNARAMA",-43.4632378845342,-5.63775944687807,3,8559,"MA",3551,TRUE
"33540","2110906","SÃO FRANCISCO DO MARANHÃO",-43.1142457224336,-6.20863404779638,4,9156,"MA",3551,TRUE
"43483","2200509","AMARANTE",-42.7880599385564,-6.37019806402951,5,10090,"PI",3551,TRUE
"53271","2200608","ANGICAL DO PIAUÍ",-42.7501489768308,-6.10683927393953,6,10111,"PI",3551,TRUE
"62664","2203255","CURRALINHOS",-42.8467976601929,-5.6161480325923,7,12580,"PI",3551,TRUE
"71873","2206720","NAZÁRIA",-42.8684587150272,-5.44546134189067,8,12726,"PI",3551,TRUE
"9627","2210508","SÃO PEDRO DO PIAUÍ",-42.7866041463187,-5.81818900948761,9,12092,"PI",3551,TRUE
"10330","2211001","TERESINA",-42.7406992739355,-5.10251654133662,10,12190,"PI",3551,TRUE
"33541","2207553","PAQUETÁ",-41.6840494752623,-7.13588339276236,1,10944,"PI",3552,FALSE
"13770","2200954","AROEIRAS DO ITAIM",-41.5245910101224,-7.24413147146965,2,12734,"PI",3552,FALSE
"23554","2203404","DOM EXPEDITO LOPES",-41.6982595770074,-6.96002787333786,3,10677,"PI",3552,FALSE
"43484","2208007","PICOS",-41.522312334805,-7.05892914244642,4,11592,"PI",3552,FALSE
"53272","2209104","SANTA CRUZ DO PIAUÍ",-41.7677131306028,-7.24057948204954,5,11819,"PI",3552,FALSE
"62665","2209955","SÃO JOÃO DA VARJOTA",-41.882410010328,-6.95659950418376,6,12025,"PI",3552,FALSE
"43485","2207603","PARNAGUÁ",-44.5684538050994,-10.3156909110993,1,11517,"PI",3553,TRUE
"13771","2202901","CORRENTE",-45.1396971772699,-10.3916030764653,2,10570,"PI",3553,TRUE
"23555","2203206","CURIMATÁ",-44.3071073911354,-9.94082840479325,3,10634,"PI",3553,TRUE
"33542","2205524","JÚLIO BORGES",-44.1738854890539,-10.4204639080752,4,12203,"PI",3553,TRUE
"53273","2208858","RIACHO FRIO",-44.8126907778135,-9.93021068204838,5,12300,"PI",3553,TRUE
"62666","2210623","SEBASTIÃO BARROS",-44.8333609886505,-10.6543417577996,6,12041,"PI",3553,TRUE
"71874","2928406","SANTA RITA DE CÁSSIA",-44.5558327514746,-11.007987079027,7,35491,"BA",3553,TRUE
"62667","2207702","PARNAÍBA",-41.7534849589169,-2.96007773897931,1,11533,"PI",3554,TRUE
"13772","2100907","ARAIOSES",-42.0171283580128,-2.97303796070358,2,7170,"MA",3554,TRUE
"23556","2201919","BOM PRINCÍPIO DO PIAUÍ",-41.6303901012875,-3.15769181755238,3,10065,"PI",3554,TRUE
"33543","2202000","BURITI DOS LOPES",-41.8037800375558,-3.23977465038365,4,10391,"PI",3554,TRUE
"43486","2204659","ILHA GRANDE",-41.8159633042892,-2.8292853670914,5,10820,"PI",3554,TRUE
"53274","2205706","LUÍS CORREIA",-41.4818172110411,-3.08259137892902,6,11134,"PI",3554,TRUE
"81123","2207751","PASSAGEM FRANCA DO PIAUÍ",-42.4060192293254,-5.83770466532929,1,10405,"PI",3555,FALSE
"13773","2201408","BARRO DURO",-42.5027624605615,-5.80186699953839,2,10278,"PI",3555,FALSE
"23557","2201606","BENEDITINOS",-42.4039415705881,-5.46989096609527,3,10316,"PI",3555,FALSE
"33544","2203503","ELESBÃO VELOSO",-42.193589735343,-6.1848598216387,4,10693,"PI",3555,FALSE
"43487","2204600","HUGO NAPOLEÃO",-42.4981174597438,-6.03566644041283,5,10910,"PI",3555,FALSE
"53275","2205250","JARDIM DO MULATO",-42.5268849843154,-6.14586682608105,6,10308,"PI",3555,FALSE
"62668","2206407","MONSENHOR GIL",-42.6057959388029,-5.61091110235293,7,11274,"PI",3555,FALSE
"71875","2207108","OLHO D'ÁGUA DO PIAUÍ",-42.5522059520853,-5.85760062600441,8,12483,"PI",3555,FALSE
"9628","2210383","SÃO MIGUEL DA BAIXA GRANDE",-42.27315449629,-5.81857106087956,9,12661,"PI",3555,FALSE
"81124","2207777","PATOS DO PIAUÍ",-41.2921157468421,-7.66475790567972,1,10383,"PI",3556,FALSE
"13774","2202554","CARIDADE DO PIAUÍ",-40.9551892847715,-7.70383267388759,2,12165,"PI",3556,FALSE
"23558","2202802","CONCEIÇÃO DO CANINDÉ",-41.5781572525536,-7.9039640934376,3,10553,"PI",3556,FALSE
"33545","2204907","ISAÍAS COELHO",-41.6514102801269,-7.65172630420921,4,10979,"PI",3556,FALSE
"43488","2205003","ITAINÓPOLIS",-41.4811240041096,-7.40986512712135,5,10995,"PI",3556,FALSE
"53276","2205151","JACOBINA DO PIAUÍ",-41.2552522561549,-7.89344961242078,6,10286,"PI",3556,FALSE
"62669","2205201","JAICÓS",-41.2064519751819,-7.39102564963997,7,11037,"PI",3556,FALSE
"71876","2206050","MASSAPÊ DO PIAUÍ",-41.0941616632371,-7.53534208779844,8,12467,"PI",3556,FALSE
"9629","2211506","VERA MENDES",-41.518565765525,-7.5977098821256,9,12556,"PI",3556,FALSE
"71877","2207793","PAU D'ARCO DO PIAUÍ",-42.4710089407921,-5.24547354007892,1,12718,"PI",3557,FALSE
"13775","2200301","ALTO LONGÁ",-42.1549804334467,-5.37907915591176,2,10057,"PI",3557,FALSE
"23559","2200400","ALTOS",-42.4697257289409,-5.01490488032111,3,10073,"PI",3557,FALSE
"33546","2201606","BENEDITINOS",-42.4039415705881,-5.46989096609527,4,10316,"PI",3557,FALSE
"43489","2202737","COIVARAS",-42.2844342327817,-5.10015877394791,5,10189,"PI",3557,FALSE
"53277","2203305","DEMERVAL LOBÃO",-42.6716486209638,-5.33929324076398,6,10650,"PI",3557,FALSE
"62670","2205581","LAGOA DO PIAUÍ",-42.6080284150234,-5.46114460459392,7,12424,"PI",3557,FALSE
"81125","2211001","TERESINA",-42.7406992739355,-5.10251654133662,8,12190,"PI",3557,FALSE
"53278","2207801","PAULISTANA",-41.1418968132305,-8.10731765593226,1,11550,"PI",3558,FALSE
"13776","2200053","ACAUÃ",-41.0018541739605,-8.30607368899973,2,12327,"PI",3558,FALSE
"23560","2201739","BETÂNIA DO PIAUÍ",-40.751369854251,-8.11368597811027,3,12122,"PI",3558,FALSE
"33547","2203271","CURRAL NOVO DO PIAUÍ",-40.7667916175865,-7.88658096676362,4,12181,"PI",3558,FALSE
"43490","2205151","JACOBINA DO PIAUÍ",-41.2552522561549,-7.89344961242078,5,10286,"PI",3558,FALSE
"62671","2208650","QUEIMADA NOVA",-41.3511760447207,-8.51600999786267,6,10421,"PI",3558,FALSE
"71878","2209658","SÃO FRANCISCO DE ASSIS DO PIAUÍ",-41.5831459874,-8.18963384602759,7,12505,"PI",3558,FALSE
"53279","2207850","PAVUSSU",-43.3372314496942,-7.9253003675518,1,12289,"PI",3559,FALSE
"13777","2202251","CANAVIEIRA",-43.5584186989331,-7.55757720670668,2,10162,"PI",3559,FALSE
"23561","2202307","CANTO DO BURITI",-43.3376085074448,-8.34257463238423,3,10456,"PI",3559,FALSE
"33548","2203602","ELISEU MARTINS",-43.6584660003787,-7.97117424935821,4,10715,"PI",3559,FALSE
"43491","2205102","ITAUEIRA",-43.133712250519,-7.50498826262957,5,11010,"PI",3559,FALSE
"62672","2209005","RIO GRANDE DO PIAUÍ",-43.1522033368739,-7.77105301314888,6,11797,"PI",3559,FALSE
"62673","2207900","PEDRO II",-41.399622427854,-4.49028106365855,1,11576,"PI",3560,TRUE
"13778","2202026","BURITI DOS MONTES",-41.221902270619,-5.14516265667579,2,10103,"PI",3560,TRUE
"23562","2202406","CAPITÃO DE CAMPOS",-41.9011114195784,-4.52565051515774,3,10472,"PI",3560,TRUE
"33549","2203420","DOMINGOS MOURÃO",-41.3099572733027,-4.25541726600001,4,11410,"PI",3560,TRUE
"43492","2205573","LAGOA DE SÃO FRANCISCO",-41.5815283728313,-4.36409003980746,5,10863,"PI",3560,TRUE
"53280","2206357","MILTON BRANDÃO",-41.4995406740369,-4.68961913152546,6,12246,"PI",3560,TRUE
"71879","2208403","PIRIPIRI",-41.7715211339334,-4.33113300361212,7,11673,"PI",3560,TRUE
"81126","2304236","CROATÁ",-40.9759303110198,-4.38825918469831,8,15881,"CE",3560,TRUE
"9630","2305001","GUARACIABA DO NORTE",-40.9183825309313,-4.23510643964604,9,14010,"CE",3560,TRUE
"10331","2305902","IPUEIRAS",-40.8767805905329,-4.57298245960679,10,14192,"CE",3560,TRUE
"111076","2311009","PORANGA",-41.0774609074149,-4.79906041639364,11,15210,"CE",3560,TRUE
"23563","2207934","PEDRO LAURENTINO",-42.265381609767,-8.0731226848004,1,12491,"PI",3561,FALSE
"13779","2207306","PAES LANDIM",-42.2851883687385,-7.81274397122711,2,11452,"PI",3561,FALSE
"33550","2207959","NOVA SANTA RITA",-42.0237035544826,-8.11947940540703,3,10960,"PI",3561,FALSE
"43493","2210003","SÃO JOÃO DO PIAUÍ",-42.2573491412006,-8.32042706613251,4,11991,"PI",3561,FALSE
"53281","2210805","SIMPLÍCIO MENDES",-42.0239470149175,-7.79876387755948,5,12157,"PI",3561,FALSE
"62674","2210904","SOCORRO DO PIAUÍ",-42.4763846630935,-7.89669879735373,6,12173,"PI",3561,FALSE
"43494","2207959","NOVA SANTA RITA",-42.0237035544826,-8.11947940540703,1,10960,"PI",3562,FALSE
"13780","2201556","BELA VISTA DO PIAUÍ",-41.8557457869677,-7.99608759223576,2,10626,"PI",3562,FALSE
"23564","2202117","CAMPO ALEGRE DO FIDALGO",-41.8214761008247,-8.28281519587097,3,12351,"PI",3562,FALSE
"33551","2207934","PEDRO LAURENTINO",-42.265381609767,-8.0731226848004,4,12491,"PI",3562,FALSE
"53282","2210003","SÃO JOÃO DO PIAUÍ",-42.2573491412006,-8.32042706613251,5,11991,"PI",3562,FALSE
"62675","2210805","SIMPLÍCIO MENDES",-42.0239470149175,-7.79876387755948,6,12157,"PI",3562,FALSE
"62676","2208007","PICOS",-41.522312334805,-7.05892914244642,1,11592,"PI",3563,FALSE
"13781","2200954","AROEIRAS DO ITAIM",-41.5245910101224,-7.24413147146965,2,12734,"PI",3563,FALSE
"23565","2203404","DOM EXPEDITO LOPES",-41.6982595770074,-6.96002787333786,3,10677,"PI",3563,FALSE
"33552","2204352","GEMINIANO",-41.3357634924634,-7.1892184792192,4,10782,"PI",3563,FALSE
"43495","2204808","IPIRANGA DO PIAUÍ",-41.7910164750546,-6.81899213122529,5,10952,"PI",3563,FALSE
"53283","2207553","PAQUETÁ",-41.6840494752623,-7.13588339276236,6,10944,"PI",3563,FALSE
"71880","2209351","SANTANA DO PIAUÍ",-41.4957863908257,-6.94027282728862,7,10480,"PI",3563,FALSE
"81127","2210938","SUSSUAPARA",-41.3574123531238,-7.01906876734291,8,12513,"PI",3563,FALSE
"62677","2208106","PIMENTEIRAS",-41.1664115597558,-6.34473706431514,1,11614,"PI",3564,TRUE
"13782","2200905","AROAZES",-41.8304234025438,-6.12450559276514,2,10170,"PI",3564,TRUE
"23566","2201051","ASSUNÇÃO DO PIAUÍ",-41.0687785812841,-5.8799737737484,3,12106,"PI",3564,TRUE
"33553","2204204","FRANCISCO SANTOS",-41.1471433004403,-7.01283001653757,4,10839,"PI",3564,TRUE
"43496","2205599","LAGOA DO SÍTIO",-41.4864683333051,-6.49003938464678,5,12220,"PI",3564,TRUE
"53284","2206506","MONSENHOR HIPÓLITO",-41.0380177883598,-6.91846830252274,6,11290,"PI",3564,TRUE
"71881","2208205","PIO IX",-40.7180802581375,-6.79016462848411,7,11630,"PI",3564,TRUE
"81128","2209401","SANTO ANTÔNIO DE LISBOA",-41.2086362438005,-6.90707216824266,8,11878,"PI",3564,TRUE
"9631","2209856","SÃO JOÃO DA CANABRAVA",-41.3916211992039,-6.69181602310607,9,11088,"PI",3564,TRUE
"10332","2210375","SÃO LUIS DO PIAUÍ",-41.263159747115,-6.76516190928935,10,12629,"PI",3564,TRUE
"111077","2210409","SÃO MIGUEL DO TAPUIO",-41.4386332058314,-5.73166375791492,11,12076,"PI",3564,TRUE
"121014","2211308","VALENÇA DO PIAUÍ",-41.7991180216473,-6.36713239299903,12,12254,"PI",3564,TRUE
"13783","2310308","PARAMBU",-40.6281377637965,-6.30510482478889,13,15075,"CE",3564,TRUE
"14123","2311264","QUITERIANÓPOLIS",-40.7611356884384,-5.87195713571085,14,13102,"CE",3564,TRUE
"62678","2208205","PIO IX",-40.7180802581375,-6.79016462848411,1,11630,"PI",3565,TRUE
"13784","2200251","ALAGOINHA DO PIAUÍ",-40.9197628797569,-6.92933903752442,2,12319,"PI",3565,TRUE
"23567","2204204","FRANCISCO SANTOS",-41.1471433004403,-7.01283001653757,3,10839,"PI",3565,TRUE
"33554","2204303","FRONTEIRAS",-40.581484740147,-7.07416653712299,4,10855,"PI",3565,TRUE
"43497","2206506","MONSENHOR HIPÓLITO",-41.0380177883598,-6.91846830252274,5,11290,"PI",3565,TRUE
"53285","2208106","PIMENTEIRAS",-41.1664115597558,-6.34473706431514,6,11614,"PI",3565,TRUE
"71882","2210300","SÃO JULIÃO",-40.8206084848332,-7.08157035070069,7,12050,"PI",3565,TRUE
"81129","2300408","AIUABA",-40.2989507420361,-6.6051960492508,8,13072,"CE",3565,TRUE
"9632","2302701","CAMPOS SALES",-40.2714227097552,-6.93695648299777,9,13536,"CE",3565,TRUE
